frame,gt_roll,gt_pitch,gt_yaw,est_roll,est_pitch,est_yaw,roll_error,pitch_error,yaw_error,rotation_error,translation_dir_error
315,-0.249601,0.154048,-87.035213,-0.02067518768492486,0.026506968629647434,-86.12415796242651,0.22892581231508302,0.127541031370356,0.9110550375734761,0.9412710713124297,99.10130508063916
330,-0.249601,0.154048,-87.035213,-0.2084187071005735,0.2317413159741225,-85.97465769923838,0.041182292899435424,0.07769331597413043,1.0605553007616209,1.0760724449840178,99.6245444462278
345,-0.201225,0.213401,-72.035252,-0.3699663640680605,0.425990030073312,-72.00815423749216,0.16874136406806883,0.21258903007330332,0.0270977625078217,0.172816890803818,
360,-0.125432,0.265138,-54.035168,-1.0127866889156867,0.8928842325882489,-59.73283066002174,0.8873546889156785,0.6277462325882368,5.697662660021734,5.769162295765935,
375,-0.067565,0.285423,-42.035046,0.11915568741439087,0.04966024005323914,-38.89973307229102,0.18672068741437897,0.2357627599467662,3.1353129277089806,3.142978870440491,
390,0.00861,0.293185,-27.034855,-0.25794837489135175,0.33180270373152715,-27.140987689174036,0.2665583748913605,0.03861770373151785,0.10613268917404639,0.29162428650255495,
405,0.069379,0.284987,-15.034705,-0.1787454095590377,0.2664107906528073,-15.133461970342768,0.2481244095590398,0.018576209347202166,0.09875697034277664,0.2729968732706218,
420,0.127116,0.264335,-3.034584,-0.03818111940849931,0.25894076967666135,-3.015941653665435,0.1652971194085069,0.005394230323332749,0.01864234633455908,0.16655859134382217,
435,0.166902,0.241195,5.965474,0.04814652640620492,0.2796026924626214,5.9510746683886575,0.11875547359380789,0.038407692462612886,0.014399331611343769,0.1245257492327209,7.909260590613979
450,0.166902,0.241195,5.965474,0.3354099795104453,0.3777874114545119,6.056154603368962,0.16850797951045138,0.13659241145450096,0.090680603368952,0.21785793879034804,1.3974405966065637
465,0.166902,0.241195,5.965474,0.19947098579208897,0.31750225761053824,6.468394924599743,0.03256898579209633,0.07630725761055146,0.5029209245997492,0.5079193347609101,13.874756667858716
480,0.166902,0.241195,5.965474,0.20178470829098177,0.29673206805136987,6.339534439143497,0.03488270829097928,0.05553706805136471,0.3740604391435056,0.3781129565692872,1.8391997288660713
495,0.166902,0.241195,5.965474,-0.1418826338013013,0.0874362363932749,6.571875479764278,0.3087846338013094,0.15375876360673146,0.6064014797642869,0.6947005631122989,10.770789513497249
510,0.166902,0.241195,5.965474,0.18929731585353274,0.6525904428242638,5.666700426984417,0.022395315853543707,0.4113954428242721,0.2987735730155805,0.49526243231369377,19.082100178672583
525,0.166902,0.241195,5.965474,0.27282351437904323,-0.00171417034658709,6.552316299684105,0.10592151437904818,0.24290917034659287,0.5868422996840934,0.6560553968404167,15.654797029951752
540,0.166902,0.241195,5.965474,0.3139027864585805,0.008362202210754717,5.729883387788062,0.14700078645859094,0.23283279778925703,0.23559061221195066,0.3836030739098588,14.167924976545919
555,0.202578,0.212117,14.965497,-0.02234074817232362,0.1924087858914292,14.97950544234562,0.22491874817231405,0.019708214108561606,0.014008442345613048,0.22550772219471438,158.94600393192013
570,0.250575,0.152458,29.965456,-0.14134738110463677,0.1713960684264271,30.230189997602846,0.3919223811046493,0.018938068426422205,0.264733997602832,0.49046761603649414,
585,0.276797,0.097029,41.965357,0.21919511533697458,0.22788671145952566,41.96616998288928,0.05760188466302907,0.13085771145952663,0.000812982889272007,0.05892171865006456,
600,0.290922,0.03736,53.965217,0.048643800851486035,0.2208675524284049,53.535816078204505,0.24227819914850102,0.18350755242840933,0.42940092179549083,0.5606265696714422,
615,0.290678,-0.039209,68.965023,0.22412800234924476,0.21307097615645343,68.33468797660038,0.06654999765075331,0.25227997615644426,0.6303350233996241,0.635944761278702,
630,0.270626,-0.113106,83.964855,0.12529338411340252,0.11274279239865906,84.03362148313056,0.14533261588658775,0.22584879239866495,0.06876648313055966,0.16055472039151625,
645,0.232131,-0.179295,98.964759,0.31793828354079795,0.3392546233152092,99.13504797033907,0.08580728354078815,0.5185496233152094,0.17028897033907242,0.19113118302507212,
660,0.232131,-0.179295,98.964759,0.08833264830787725,0.10688113344434928,99.13130938395544,0.1437983516921122,0.2861761334443429,0.16655038395543897,0.2264761185185054,96.27662634900689
675,0.232131,-0.179295,98.964759,0.04367488609080035,-0.11702491934571903,98.99420484500902,0.18845611390921135,0.06227008065428663,0.02944584500903602,1.218819529091734,97.77223410583113
690,0.232131,-0.179295,98.964759,0.2631685943755879,0.20272274067032098,100.35272754507582,0.03103759437559006,0.3820177406703351,1.3879685450758075,1.4741524772280323,85.48065546523243
705,0.232131,-0.179295,98.964759,0.04493778525599144,-0.148120644005296,97.88296975817424,0.1871932147440134,0.031174355994693315,1.08178924182576,1.9253315242311242,104.43282227632835
720,0.232131,-0.179295,98.964759,0.20350469420913672,0.07163933655784091,97.47692569329644,0.028626305790851347,0.25093433655783315,1.4878333067035783,1.8955467633602008,108.76904465616292
735,0.177817,-0.233265,113.964761,-0.08786808071950668,0.6154633012790597,112.0431407887687,0.2656850807194928,0.848728301279067,1.9216202112313,2.5312169959211204,130.4589404282251
750,0.082411,-0.281496,134.96492,-0.10551333161396803,0.13082048758314654,135.03346928831863,0.1879243316139707,0.41231648758315487,0.06854928831862139,0.200089661825415,
765,-0.023943,-0.292332,155.965184,0.10925101336447804,0.40890393385944046,156.1155259889588,0.13319401336448777,0.7012359338594365,0.15034198895881445,0.22736766602225697,
780,-0.113107,-0.270626,173.96539,0.060406818535779415,0.2890762441259852,173.95460685623783,0.17351381853578118,0.5597022441259867,0.01078314376218259,0.1743505156121008,
795,-0.191199,-0.222428,-168.034506,-0.5494086684571646,0.23451083170848994,-167.7390081477237,0.35820966845716384,0.4569388317084986,0.29549785227629854,0.47545123695806807,
810,-0.191199,-0.222428,-168.034506,-116.7178927922775,30.828795463335297,75.33654382950064,116.52669379227751,31.051223463335305,116.62895017049937,180.0,
825,-0.191199,-0.222428,-168.034506,-116.7178927922775,30.828795463335297,75.33654382950064,116.52669379227751,31.051223463335305,116.62895017049937,180.0,
840,-0.191199,-0.222428,-168.034506,-116.7178927922775,30.828795463335297,75.33654382950064,116.52669379227751,31.051223463335305,116.62895017049937,180.0,
855,-0.191199,-0.222428,-168.034506,-116.7178927922775,30.828795463335297,75.33654382950064,116.52669379227751,31.051223463335305,116.62895017049937,180.0,
870,-0.191199,-0.222428,-168.034506,-116.7178927922775,30.828795463335297,75.33654382950064,116.52669379227751,31.051223463335305,116.62895017049937,180.0,
