frame,gt_roll,gt_pitch,gt_yaw,est_roll,est_pitch,est_yaw,roll_error,pitch_error,yaw_error,rotation_error,translation_dir_error
365,0.0,0.0,72.68,-0.23920459042179654,-2.900823135713185,68.97159813728814,0.23920459042179232,2.900823135713182,3.7084018627118667,4.718705246988924,23.952200032353836
370,0.0,0.0,75.22,0.20741482957118906,-1.2973270945495818,72.82999572955505,0.20741482957117796,1.297327094549587,2.3900042704449334,2.7252013371852755,88.38982705547573
375,0.0,0.0,77.03,0.3663005519161118,-1.4195207174671072,75.4056879343864,0.36630055191611177,1.419520717467094,1.6243120656135943,2.18465399244712,124.6689428634339
380,0.0,0.0,78.54,0.3247242560917413,-1.528391616521312,77.16080535853378,0.3247242560917414,1.5283916165213043,1.3791946414662277,2.081233690269571,131.36948138346355
385,0.0,0.0,80.14,0.2821614388413888,-1.8177017585987454,78.56917473347175,0.2821614388413991,1.8177017585987585,1.5708252665282316,2.4159608551105127,147.44985797311324
390,0.0,0.0,81.99,2.194458953229256,-7.127953875007958,78.73076103944281,2.194458953229258,7.127953875007961,3.259238960557184,8.083008013480015,72.62486966350096
395,0.0,0.0,84.01,0.4145158639017126,-2.631943587378371,81.84305858598864,0.4145158639017268,2.631943587378373,2.166941414011376,3.4281843403387073,36.43220552058026
400,0.0,0.0,86.03,1.9642731328615954,3.700531872072292,84.47960236392471,1.9642731328615923,3.700531872072304,1.5503976360752745,4.488910520405676,99.92978072646507
405,0.0,0.0,87.51,0.0676399627465301,-3.001302579787461,85.89261578292334,0.06763996274654005,3.001302579787449,1.6173842170766761,3.409104552523732,162.76620452589492
410,0.0,0.0,89.14,-0.10532318929552459,-1.697934926947779,86.95276195458645,0.1053231892955182,1.6979349269477666,2.187238045413551,2.7721040371823484,25.052932367728303
415,0.0,0.0,90.02,5.093497307014079,24.20824679264488,95.64935813697787,5.093497307014076,24.20824679264487,5.629358136977885,25.113305296427587,61.05592470560213
420,0.0,0.0,91.42,0.2952950827220992,19.311656796946462,94.98174538119576,0.2952950827221059,19.311656796946465,3.561745381195749,19.627471299782762,43.00539093385068
425,0.0,0.0,92.8,-0.2629754113642932,-1.5061288960690897,91.21678432372032,0.2629754113642946,1.5061288960691002,1.5832156762796785,2.2033937332581535,81.75376660245738
430,0.0,0.0,94.19,-0.19154567899474814,-1.49288125472083,92.61306191758793,0.19154567899474273,1.492881254720828,1.5769380824120844,2.181706463324552,150.20595709993847
435,0.0,0.0,95.57,-0.20421295240376205,-1.476977252251535,94.16508972172328,0.2042129524037648,1.4769772522515439,1.4049102782767022,2.0504193930473433,159.9158913842053
445,0.0,0.0,97.79,-1.2382458476594906,-0.1072687817798605,96.33439769308582,1.238245847659499,0.107268781779851,1.4556023069141872,1.9148964311955265,96.13293255794481
450,0.0,0.0,98.81,-0.13133362134810872,-0.8884177648745777,97.65898044767,0.13133362134811932,0.888417764874589,1.1510195523300126,1.4607180292139756,168.33961126421335
455,0.0,0.0,99.69,-0.14752673523993567,-0.6541603856564613,98.74519916040646,0.14752673523994986,0.6541603856564677,0.9448008395935403,1.1592754302824364,164.05536040568543
460,0.0,0.0,100.47,-0.12329154890943894,-0.49957965949447203,99.59503733754742,0.12329154890943528,0.49957965949445793,0.8749626624525604,1.0155174350436729,26.519565885331335
465,0.0,0.0,101.01,-0.0035882097453066504,-2.1953626060811287,100.0563690743808,0.003588209745316817,2.195362606081119,0.9536309256192226,2.3935458287793168,95.38967650579478
470,0.0,0.0,101.55,0.26414816342512865,-0.31125706640593476,101.220429405418,0.26414816342511926,0.3112570664059433,0.32957059458198046,0.524212203161376,108.66120626287679
475,0.0,0.0,101.82,0.12449788781468675,-0.1497483434686855,101.8672935179814,0.12449788781469806,0.14974834346867283,0.04729351798141579,0.20044037778394977,64.24161353041822
