0,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
1,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
2,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
3,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
4,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
5,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
6,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
7,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
8,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
9,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
10,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
11,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
12,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
13,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
14,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
15,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
16,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
17,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
18,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
19,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
20,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
21,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
22,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
23,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
24,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
25,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
26,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
27,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
28,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
29,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
30,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
31,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
32,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
33,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
34,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
35,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
36,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
37,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
38,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
39,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
40,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
41,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
42,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
43,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
44,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
45,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
46,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
47,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
48,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
49,-0.00245971,0.999987,0.00448957,179.743,0.0351935,-179.859
50,-0.00248987,0.999762,0.0544891,179.743,0.0351935,-179.859
51,-0.00248987,0.999762,0.0544891,179.743,0.0351935,-179.859
52,-0.00248987,0.999762,0.0544891,179.743,0.0351935,-179.859
53,-0.00248987,0.999762,0.0544891,179.743,0.0351935,-179.859
54,-0.00248987,0.999762,0.0544891,179.743,0.0351935,-179.859
55,-0.00248987,0.999762,0.0544891,179.743,0.0351935,-179.859
56,-0.00248987,0.999762,0.0544891,179.743,0.0351935,-179.859
57,-0.00248987,0.999762,0.0544891,179.743,0.0351935,-179.859
58,-0.00248987,0.999762,0.0544891,179.743,0.0351935,-179.859
59,-0.00248987,0.999762,0.0544891,179.743,0.0351935,-179.859
60,-0.00248987,0.999762,0.0544891,179.743,0.0351935,-179.859
61,-0.00248987,0.999762,0.0544891,179.743,0.0351935,-179.859
62,-0.00248987,0.999762,0.0544891,179.743,0.0351935,-179.859
63,-0.00248987,0.999762,0.0544891,179.743,0.0351935,-179.859
64,-0.00248987,0.999762,0.0544891,179.743,0.0351935,-179.859
65,-0.00248987,0.999762,0.0544891,179.743,0.0351935,-179.859
66,-0.00248987,0.999762,0.0544891,179.743,0.0351935,-179.859
67,-0.00248987,0.999762,0.0544891,179.743,0.0351935,-179.859
68,-0.00248987,0.999762,0.0544891,179.743,0.0351935,-179.859
69,-0.00248987,0.999762,0.0544891,179.743,0.0351935,-179.859
