   frame             x             y             z          roll         pitch           yaw
     376      2.061400     -0.013007      4.026399     -0.052535      0.288568    -39.035010
     377      2.061400     -0.013007      4.026399     -0.052535      0.288568    -39.035010
     378      2.061400     -0.013007      4.026399     -0.052535      0.288568    -39.035010
     379      2.061400     -0.013007      4.026399     -0.037360      0.290922    -36.034972
     380      2.061400     -0.013007      4.026399     -0.037360      0.290922    -36.034972
     381      2.061400     -0.013007      4.026399     -0.037360      0.290922    -36.034972
     382      2.061400     -0.013007      4.026399     -0.037360      0.290922    -36.034972
     383      2.061400     -0.013007      4.026399     -0.022083      0.292478    -33.034934
     384      2.061400     -0.013007      4.026399     -0.022083      0.292478    -33.034934
     385      2.061400     -0.013007      4.026399     -0.022083      0.292478    -33.034934
     386      2.061400     -0.013007      4.026399     -0.006746      0.293233    -30.034895
     387      2.061400     -0.013007      4.026399     -0.006746      0.293233    -30.034895
     388      2.061400     -0.013007      4.026399     -0.006746      0.293233    -30.034895
     389      2.061400     -0.013007      4.026399      0.008610      0.293185    -27.034855
     390      2.061400     -0.013007      4.026399      0.008610      0.293185    -27.034855
     391      2.061400     -0.013007      4.026399      0.008610      0.293185    -27.034855
     392      2.061400     -0.013007      4.026399      0.008610      0.293185    -27.034855
     393      2.061400     -0.013007      4.026399      0.023943      0.292332    -24.034816
     394      2.061400     -0.013007      4.026399      0.023943      0.292332    -24.034816
     395      2.061400     -0.013007      4.026399      0.023943      0.292332    -24.034816
     396      2.061400     -0.013007      4.026399      0.023943      0.292332    -24.034816
     397      2.061400     -0.013007      4.026399      0.039210      0.290678    -21.034778
     398      2.061400     -0.013007      4.026399      0.039210      0.290678    -21.034778
     399      2.061400     -0.013007      4.026399      0.039210      0.290678    -21.034778
     400      2.061400     -0.013007      4.026399      0.054369      0.288228    -18.034741
     401      2.061400     -0.013007      4.026399      0.054369      0.288228    -18.034741
     402      2.061400     -0.013007      4.026399      0.054369      0.288228    -18.034741
     403      2.061400     -0.013007      4.026399      0.069379      0.284987    -15.034705
     404      2.061400     -0.013007      4.026399      0.069379      0.284987    -15.034705
     405      2.061400     -0.013007      4.026399      0.069379      0.284987    -15.034705
     406      2.061400     -0.013007      4.026399      0.069379      0.284987    -15.034705
     407      2.061400     -0.013007      4.026399      0.084199      0.280966    -12.034671
     408      2.061400     -0.013007      4.026399      0.084199      0.280966    -12.034671
     409      2.061400     -0.013007      4.026399      0.084199      0.280966    -12.034671
     410      2.061400     -0.013007      4.026399      0.084199      0.280966    -12.034671
     411      2.061400     -0.013007      4.026399      0.098789      0.276174     -9.034639
     412      2.061400     -0.013007      4.026399      0.098789      0.276174     -9.034639
     413      2.061400     -0.013007      4.026399      0.098789      0.276174     -9.034639
     414      2.061400     -0.013007      4.026399      0.098789      0.276174     -9.034639
     415      2.061400     -0.013007      4.026399      0.113107      0.270626     -6.034610
     416      2.061400     -0.013007      4.026399      0.113107      0.270626     -6.034610
     417      2.061400     -0.013007      4.026399      0.113107      0.270626     -6.034610
     418      2.061400     -0.013007      4.026399      0.113107      0.270626     -6.034610
     419      2.061400     -0.013007      4.026399      0.127116      0.264335     -3.034584
     420      2.061400     -0.013007      4.026399      0.127116      0.264335     -3.034584
     421      2.061400     -0.013007      4.026399      0.127116      0.264335     -3.034584
     422      2.061400     -0.013007      4.026399      0.140776      0.257320     -0.034561
     423      2.061400     -0.013007      4.026399      0.140776      0.257320     -0.034561
     424      2.061400     -0.013007      4.026399      0.140776      0.257320     -0.034561
     425      2.061400     -0.013007      4.026399      0.140776      0.257320     -0.034561
     426      2.061400     -0.013007      4.026399      0.154050      0.249600      2.965458
     427      2.061400     -0.013007      4.026399      0.154050      0.249600      2.965458
     428      2.061400     -0.013007      4.026399      0.154050      0.249600      2.965458
     429      2.061400     -0.013007      4.026399      0.154050      0.249600      2.965458
     430      2.061400     -0.013007      4.026399      0.166902      0.241195      5.965474
     431      2.061400     -0.013007      4.026399      0.166902      0.241195      5.965474
     432      2.061400     -0.013007      4.026399      0.166902      0.241195      5.965474
     433      2.061400     -0.013007      4.026399      0.166902      0.241195      5.965474
     434      2.054471     -0.012726      3.960094      0.166902      0.241195      5.965474
     435      2.054471     -0.012726      3.960094      0.166902      0.241195      5.965474
     436      2.054471     -0.012726      3.960094      0.166902      0.241195      5.965474
     437      2.047543     -0.012445      3.893789      0.166902      0.241195      5.965474
     438      2.047543     -0.012445      3.893789      0.166902      0.241195      5.965474
     439      2.047543     -0.012445      3.893789      0.166902      0.241195      5.965474
     440      2.047543     -0.012445      3.893789      0.166902      0.241195      5.965474
     441      2.040614     -0.012165      3.827484      0.166902      0.241195      5.965474
     442      2.040614     -0.012165      3.827484      0.166902      0.241195      5.965474
     443      2.040614     -0.012165      3.827484      0.166902      0.241195      5.965474
     444      2.040614     -0.012165      3.827484      0.166902      0.241195      5.965474
     445      2.033686     -0.011884      3.761178      0.166902      0.241195      5.965474
     446      2.033686     -0.011884      3.761178      0.166902      0.241195      5.965474
     447      2.033686     -0.011884      3.761178      0.166902      0.241195      5.965474
     448      2.033686     -0.011884      3.761178      0.166902      0.241195      5.965474
     449      2.026757     -0.011603      3.694873      0.166902      0.241195      5.965474
     450      2.026757     -0.011603      3.694873      0.166902      0.241195      5.965474
     451      2.026757     -0.011603      3.694873      0.166902      0.241195      5.965474
     452      2.019828     -0.011323      3.628568      0.166902      0.241195      5.965474
     453      2.019828     -0.011323      3.628568      0.166902      0.241195      5.965474
     454      2.019828     -0.011323      3.628568      0.166902      0.241195      5.965474
     455      2.019828     -0.011323      3.628568      0.166902      0.241195      5.965474
     456      2.012900     -0.011042      3.562263      0.166902      0.241195      5.965474
     457      2.012900     -0.011042      3.562263      0.166902      0.241195      5.965474
     458      2.012900     -0.011042      3.562263      0.166902      0.241195      5.965474
     459      2.012900     -0.011042      3.562263      0.166902      0.241195      5.965474
     460      2.005971     -0.010761      3.495958      0.166902      0.241195      5.965474
     461      2.005971     -0.010761      3.495958      0.166902      0.241195      5.965474
     462      2.005971     -0.010761      3.495958      0.166902      0.241195      5.965474
     463      1.999043     -0.010481      3.429653      0.166902      0.241195      5.965474
     464      1.999043     -0.010481      3.429653      0.166902      0.241195      5.965474
     465      1.992114     -0.010200      3.363348      0.166902      0.241195      5.965474
     466      1.992114     -0.010200      3.363348      0.166902      0.241195      5.965474
     467      1.992114     -0.010200      3.363348      0.166902      0.241195      5.965474
     468      1.992114     -0.010200      3.363348      0.166902      0.241195      5.965474
     469      1.985186     -0.009919      3.297043      0.166902      0.241195      5.965474
     470      1.985186     -0.009919      3.297043      0.166902      0.241195      5.965474
     471      1.985186     -0.009919      3.297043      0.166902      0.241195      5.965474
     472      1.985186     -0.009919      3.297043      0.166902      0.241195      5.965474
     473      1.978257     -0.009639      3.230738      0.166902      0.241195      5.965474
     474      1.978257     -0.009639      3.230738      0.166902      0.241195      5.965474
     475      1.978257     -0.009639      3.230738      0.166902      0.241195      5.965474
     476      1.971329     -0.009358      3.164433      0.166902      0.241195      5.965474
     477      1.971329     -0.009358      3.164433      0.166902      0.241195      5.965474
     478      1.971329     -0.009358      3.164433      0.166902      0.241195      5.965474
     479      1.964400     -0.009078      3.098128      0.166902      0.241195      5.965474
     480      1.964400     -0.009078      3.098128      0.166902      0.241195      5.965474
     481      1.964400     -0.009078      3.098128      0.166902      0.241195      5.965474
     482      1.964400     -0.009078      3.098128      0.166902      0.241195      5.965474
     483      1.957472     -0.008797      3.031823      0.166902      0.241195      5.965474
     484      1.957472     -0.008797      3.031823      0.166902      0.241195      5.965474
     485      1.957472     -0.008797      3.031823      0.166902      0.241195      5.965474
     486      1.957472     -0.008797      3.031823      0.166902      0.241195      5.965474
     487      1.950543     -0.008516      2.965518      0.166902      0.241195      5.965474
     488      1.950543     -0.008516      2.965518      0.166902      0.241195      5.965474
     489      1.950543     -0.008516      2.965518      0.166902      0.241195      5.965474
     490      1.943614     -0.008236      2.899213      0.166902      0.241195      5.965474
     491      1.943614     -0.008236      2.899213      0.166902      0.241195      5.965474
     492      1.943614     -0.008236      2.899213      0.166902      0.241195      5.965474
     493      1.943614     -0.008236      2.899213      0.166902      0.241195      5.965474
     494      1.936686     -0.007955      2.832908      0.166902      0.241195      5.965474
     495      1.936686     -0.007955      2.832908      0.166902      0.241195      5.965474
     496      1.936686     -0.007955      2.832908      0.166902      0.241195      5.965474
     497      1.929757     -0.007674      2.766603      0.166902      0.241195      5.965474
     498      1.929757     -0.007674      2.766603      0.166902      0.241195      5.965474
     499      1.929757     -0.007674      2.766603      0.166902      0.241195      5.965474
     500      1.929757     -0.007674      2.766603      0.166902      0.241195      5.965474
     501      1.922829     -0.007394      2.700298      0.166902      0.241195      5.965474
     502      1.922829     -0.007394      2.700298      0.166902      0.241195      5.965474
     503      1.922829     -0.007394      2.700298      0.166902      0.241195      5.965474
     504      1.915900     -0.007113      2.633992      0.166902      0.241195      5.965474
     505      1.915900     -0.007113      2.633992      0.166902      0.241195      5.965474
     506      1.915900     -0.007113      2.633992      0.166902      0.241195      5.965474
     507      1.915900     -0.007113      2.633992      0.166902      0.241195      5.965474
     508      1.908972     -0.006832      2.567687      0.166902      0.241195      5.965474
     509      1.908972     -0.006832      2.567687      0.166902      0.241195      5.965474
     510      1.908972     -0.006832      2.567687      0.166902      0.241195      5.965474
     511      1.908972     -0.006832      2.567687      0.166902      0.241195      5.965474
     512      1.902043     -0.006552      2.501382      0.166902      0.241195      5.965474
     513      1.902043     -0.006552      2.501382      0.166902      0.241195      5.965474
     514      1.902043     -0.006552      2.501382      0.166902      0.241195      5.965474
     515      1.902043     -0.006552      2.501382      0.166902      0.241195      5.965474
     516      1.895115     -0.006271      2.435077      0.166902      0.241195      5.965474
     517      1.895115     -0.006271      2.435077      0.166902      0.241195      5.965474
     518      1.895115     -0.006271      2.435077      0.166902      0.241195      5.965474
     519      1.895115     -0.006271      2.435077      0.166902      0.241195      5.965474
     520      1.888186     -0.005990      2.368772      0.166902      0.241195      5.965474
     521      1.888186     -0.005990      2.368772      0.166902      0.241195      5.965474
     522      1.888186     -0.005990      2.368772      0.166902      0.241195      5.965474
     523      1.888186     -0.005990      2.368772      0.166902      0.241195      5.965474
     524      1.881257     -0.005710      2.302467      0.166902      0.241195      5.965474
     525      1.881257     -0.005710      2.302467      0.166902      0.241195      5.965474
     526      1.881257     -0.005710      2.302467      0.166902      0.241195      5.965474
     527      1.874329     -0.005429      2.236162      0.166902      0.241195      5.965474
     528      1.874329     -0.005429      2.236162      0.166902      0.241195      5.965474
     529      1.874329     -0.005429      2.236162      0.166902      0.241195      5.965474
     530      1.874329     -0.005429      2.236162      0.166902      0.241195      5.965474
     531      1.867400     -0.005149      2.169857      0.166902      0.241195      5.965474
     532      1.867400     -0.005149      2.169857      0.166902      0.241195      5.965474
     533      1.867400     -0.005149      2.169857      0.166902      0.241195      5.965474
     534      1.867400     -0.005149      2.169857      0.166902      0.241195      5.965474
     535      1.860472     -0.004868      2.103552      0.166902      0.241195      5.965474
     536      1.860472     -0.004868      2.103552      0.166902      0.241195      5.965474
     537      1.860472     -0.004868      2.103552      0.166902      0.241195      5.965474
     538      1.860472     -0.004868      2.103552      0.166902      0.241195      5.965474
     539      1.853543     -0.004587      2.037247      0.166902      0.241195      5.965474
     540      1.853543     -0.004587      2.037247      0.166902      0.241195      5.965474
     541      1.853543     -0.004587      2.037247      0.166902      0.241195      5.965474
     542      1.846615     -0.004307      1.970942      0.166902      0.241195      5.965474
     543      1.846615     -0.004307      1.970942      0.166902      0.241195      5.965474
     544      1.846615     -0.004307      1.970942      0.166902      0.241195      5.965474
     545      1.846615     -0.004307      1.970942      0.166902      0.241195      5.965474
     546      1.846615     -0.004307      1.970942      0.179296      0.232130      8.965486
     547      1.846615     -0.004307      1.970942      0.179296      0.232130      8.965486
     548      1.846615     -0.004307      1.970942      0.179296      0.232130      8.965486
     549      1.846615     -0.004307      1.970942      0.179296      0.232130      8.965486
     550      1.846615     -0.004307      1.970942      0.191199      0.222428     11.965494
     551      1.846615     -0.004307      1.970942      0.191199      0.222428     11.965494
     552      1.846615     -0.004307      1.970942      0.191199      0.222428     11.965494
     553      1.846615     -0.004307      1.970942      0.202578      0.212117     14.965497
     554      1.846615     -0.004307      1.970942      0.202578      0.212117     14.965497
     555      1.846615     -0.004307      1.970942      0.202578      0.212117     14.965497
     556      1.846615     -0.004307      1.970942      0.213402      0.201224     17.965497
     557      1.846615     -0.004307      1.970942      0.213402      0.201224     17.965497
     558      1.846615     -0.004307      1.970942      0.213402      0.201224     17.965497
     559      1.846615     -0.004307      1.970942      0.213402      0.201224     17.965497
     560      1.846615     -0.004307      1.970942      0.223641      0.189780     20.965493
     561      1.846615     -0.004307      1.970942      0.223641      0.189780     20.965493
     562      1.846615     -0.004307      1.970942      0.223641      0.189780     20.965493
     563      1.846615     -0.004307      1.970942      0.233266      0.177815     23.965484
     564      1.846615     -0.004307      1.970942      0.233266      0.177815     23.965484
     565      1.846615     -0.004307      1.970942      0.233266      0.177815     23.965484
     566      1.846615     -0.004307      1.970942      0.233266      0.177815     23.965484
     567      1.846615     -0.004307      1.970942      0.242253      0.165363     26.965472
     568      1.846615     -0.004307      1.970942      0.242253      0.165363     26.965472
     569      1.846615     -0.004307      1.970942      0.242253      0.165363     26.965472
     570      1.846615     -0.004307      1.970942      0.250575      0.152458     29.965456
     571      1.846615     -0.004307      1.970942      0.250575      0.152458     29.965456
     572      1.846615     -0.004307      1.970942      0.250575      0.152458     29.965456
     573      1.846615     -0.004307      1.970942      0.250575      0.152458     29.965456
     574      1.846615     -0.004307      1.970942      0.258211      0.139135     32.965436
     575      1.846615     -0.004307      1.970942      0.258211      0.139135     32.965436
     576      1.846615     -0.004307      1.970942      0.258211      0.139135     32.965436
     577      1.846615     -0.004307      1.970942      0.265139      0.125431     35.965413
     578      1.846615     -0.004307      1.970942      0.265139      0.125431     35.965413
     579      1.846615     -0.004307      1.970942      0.265139      0.125431     35.965413
     580      1.846615     -0.004307      1.970942      0.265139      0.125431     35.965413
     581      1.846615     -0.004307      1.970942      0.271340      0.111383     38.965386
     582      1.846615     -0.004307      1.970942      0.271340      0.111383     38.965386
     583      1.846615     -0.004307      1.970942      0.271340      0.111383     38.965386
     584      1.846615     -0.004307      1.970942      0.276797      0.097029     41.965357
     585      1.846615     -0.004307      1.970942      0.276797      0.097029     41.965357
     586      1.846615     -0.004307      1.970942      0.276797      0.097029     41.965357
     587      1.846615     -0.004307      1.970942      0.276797      0.097029     41.965357
     588      1.846615     -0.004307      1.970942      0.281496      0.082410     44.965325
     589      1.846615     -0.004307      1.970942      0.281496      0.082410     44.965325
     590      1.846615     -0.004307      1.970942      0.281496      0.082410     44.965325
     591      1.846615     -0.004307      1.970942      0.285423      0.067565     47.965291
     592      1.846615     -0.004307      1.970942      0.285423      0.067565     47.965291
     593      1.846615     -0.004307      1.970942      0.285423      0.067565     47.965291
     594      1.846615     -0.004307      1.970942      0.288568      0.052534     50.965255
     595      1.846615     -0.004307      1.970942      0.288568      0.052534     50.965255
     596      1.846615     -0.004307      1.970942      0.288568      0.052534     50.965255
     597      1.846615     -0.004307      1.970942      0.288568      0.052534     50.965255
     598      1.846615     -0.004307      1.970942      0.290922      0.037360     53.965217
     599      1.846615     -0.004307      1.970942      0.290922      0.037360     53.965217
     600      1.846615     -0.004307      1.970942      0.290922      0.037360     53.965217
     601      1.846615     -0.004307      1.970942      0.292478      0.022083     56.965179
     602      1.846615     -0.004307      1.970942      0.292478      0.022083     56.965179
     603      1.846615     -0.004307      1.970942      0.292478      0.022083     56.965179
     604      1.846615     -0.004307      1.970942      0.293233      0.006746     59.965140
     605      1.846615     -0.004307      1.970942      0.293233      0.006746     59.965140
     606      1.846615     -0.004307      1.970942      0.293233      0.006746     59.965140
     607      1.846615     -0.004307      1.970942      0.293233      0.006746     59.965140
     608      1.846615     -0.004307      1.970942      0.293185     -0.008610     62.965100
     609      1.846615     -0.004307      1.970942      0.293185     -0.008610     62.965100
     610      1.846615     -0.004307      1.970942      0.293185     -0.008610     62.965100
     611      1.846615     -0.004307      1.970942      0.292332     -0.023942     65.965061
     612      1.846615     -0.004307      1.970942      0.292332     -0.023942     65.965061
     613      1.846615     -0.004307      1.970942      0.292332     -0.023942     65.965061
     614      1.846615     -0.004307      1.970942      0.290678     -0.039209     68.965023
     615      1.846615     -0.004307      1.970942      0.290678     -0.039209     68.965023
     616      1.846615     -0.004307      1.970942      0.290678     -0.039209     68.965023
     617      1.846615     -0.004307      1.970942      0.288228     -0.054368     71.964986
     618      1.846615     -0.004307      1.970942      0.288228     -0.054368     71.964986
     619      1.846615     -0.004307      1.970942      0.288228     -0.054368     71.964986
     620      1.846615     -0.004307      1.970942      0.284988     -0.069378     74.964950
     621      1.846615     -0.004307      1.970942      0.284988     -0.069378     74.964950
     622      1.846615     -0.004307      1.970942      0.284988     -0.069378     74.964950
     623      1.846615     -0.004307      1.970942      0.280966     -0.084198     77.964916
     624      1.846615     -0.004307      1.970942      0.280966     -0.084198     77.964916
     625      1.846615     -0.004307      1.970942      0.280966     -0.084198     77.964916
     626      1.846615     -0.004307      1.970942      0.276175     -0.098787     80.964884
     627      1.846615     -0.004307      1.970942      0.276175     -0.098787     80.964884
     628      1.846615     -0.004307      1.970942      0.276175     -0.098787     80.964884
     629      1.846615     -0.004307      1.970942      0.270626     -0.113106     83.964855
     630      1.846615     -0.004307      1.970942      0.270626     -0.113106     83.964855
     631      1.846615     -0.004307      1.970942      0.270626     -0.113106     83.964855
     632      1.846615     -0.004307      1.970942      0.264336     -0.127114     86.964829
     633      1.846615     -0.004307      1.970942      0.264336     -0.127114     86.964829
     634      1.846615     -0.004307      1.970942      0.264336     -0.127114     86.964829
     635      1.846615     -0.004307      1.970942      0.257321     -0.140774     89.964806
     636      1.846615     -0.004307      1.970942      0.257321     -0.140774     89.964806
     637      1.846615     -0.004307      1.970942      0.257321     -0.140774     89.964806
     638      1.846615     -0.004307      1.970942      0.249601     -0.154048     92.964787
     639      1.846615     -0.004307      1.970942      0.249601     -0.154048     92.964787
     640      1.846615     -0.004307      1.970942      0.249601     -0.154048     92.964787
     641      1.846615     -0.004307      1.970942      0.241196     -0.166900     95.964771
     642      1.846615     -0.004307      1.970942      0.241196     -0.166900     95.964771
     643      1.846615     -0.004307      1.970942      0.241196     -0.166900     95.964771
     644      1.846615     -0.004307      1.970942      0.232131     -0.179295     98.964759
     645      1.846615     -0.004307      1.970942      0.232131     -0.179295     98.964759
     646      1.846615     -0.004307      1.970942      0.232131     -0.179295     98.964759
     647      1.780763     -0.004515      1.981330      0.232131     -0.179295     98.964759
     648      1.780763     -0.004515      1.981330      0.232131     -0.179295     98.964759
     649      1.714911     -0.004724      1.991719      0.232131     -0.179295     98.964759
     650      1.714911     -0.004724      1.991719      0.232131     -0.179295     98.964759
     651      1.714911     -0.004724      1.991719      0.232131     -0.179295     98.964759
     652      1.649059     -0.004932      2.002107      0.232131     -0.179295     98.964759
     653      1.649059     -0.004932      2.002107      0.232131     -0.179295     98.964759
     654      1.649059     -0.004932      2.002107      0.232131     -0.179295     98.964759
     655      1.583207     -0.005141      2.012496      0.232131     -0.179295     98.964759
     656      1.583207     -0.005141      2.012496      0.232131     -0.179295     98.964759
     657      1.583207     -0.005141      2.012496      0.232131     -0.179295     98.964759
     658      1.517355     -0.005350      2.022884      0.232131     -0.179295     98.964759
     659      1.517355     -0.005350      2.022884      0.232131     -0.179295     98.964759
     660      1.451503     -0.005558      2.033272      0.232131     -0.179295     98.964759
     661      1.451503     -0.005558      2.033272      0.232131     -0.179295     98.964759
     662      1.451503     -0.005558      2.033272      0.232131     -0.179295     98.964759
     663      1.385651     -0.005767      2.043661      0.232131     -0.179295     98.964759
     664      1.385651     -0.005767      2.043661      0.232131     -0.179295     98.964759
     665      1.385651     -0.005767      2.043661      0.232131     -0.179295     98.964759
     666      1.319799     -0.005976      2.054049      0.232131     -0.179295     98.964759
     667      1.319799     -0.005976      2.054049      0.232131     -0.179295     98.964759
     668      1.319799     -0.005976      2.054049      0.232131     -0.179295     98.964759
     669      1.253947     -0.006184      2.064438      0.232131     -0.179295     98.964759
     670      1.253947     -0.006184      2.064438      0.232131     -0.179295     98.964759
     671      1.188095     -0.006393      2.074826      0.232131     -0.179295     98.964759
     672      1.188095     -0.006393      2.074826      0.232131     -0.179295     98.964759
     673      1.188095     -0.006393      2.074826      0.232131     -0.179295     98.964759
     674      1.122243     -0.006601      2.085214      0.232131     -0.179295     98.964759
     675      1.122243     -0.006601      2.085214      0.232131     -0.179295     98.964759
     676      1.056391     -0.006810      2.095603      0.232131     -0.179295     98.964759
     677      1.056391     -0.006810      2.095603      0.232131     -0.179295     98.964759
     678      1.056391     -0.006810      2.095603      0.232131     -0.179295     98.964759
     679      0.990539     -0.007019      2.105991      0.232131     -0.179295     98.964759
     680      0.990539     -0.007019      2.105991      0.232131     -0.179295     98.964759
     681      0.990539     -0.007019      2.105991      0.232131     -0.179295     98.964759
     682      0.924687     -0.007227      2.116380      0.232131     -0.179295     98.964759
     683      0.924687     -0.007227      2.116380      0.232131     -0.179295     98.964759
     684      0.858835     -0.007436      2.126768      0.232131     -0.179295     98.964759
     685      0.858835     -0.007436      2.126768      0.232131     -0.179295     98.964759
     686      0.858835     -0.007436      2.126768      0.232131     -0.179295     98.964759
     687      0.792983     -0.007645      2.137156      0.232131     -0.179295     98.964759
     688      0.792983     -0.007645      2.137156      0.232131     -0.179295     98.964759
     689      0.727131     -0.007853      2.147545      0.232131     -0.179295     98.964759
     690      0.727131     -0.007853      2.147545      0.232131     -0.179295     98.964759
     691      0.661279     -0.008062      2.157933      0.232131     -0.179295     98.964759
     692      0.661279     -0.008062      2.157933      0.232131     -0.179295     98.964759
     693      0.595427     -0.008270      2.168322      0.232131     -0.179295     98.964759
     694      0.595427     -0.008270      2.168322      0.232131     -0.179295     98.964759
     695      0.595427     -0.008270      2.168322      0.232131     -0.179295     98.964759
     696      0.529575     -0.008479      2.178710      0.232131     -0.179295     98.964759
     697      0.529575     -0.008479      2.178710      0.232131     -0.179295     98.964759
     698      0.463723     -0.008688      2.189099      0.232131     -0.179295     98.964759
     699      0.463723     -0.008688      2.189099      0.232131     -0.179295     98.964759
     700      0.397871     -0.008896      2.199487      0.232131     -0.179295     98.964759
     701      0.397871     -0.008896      2.199487      0.232131     -0.179295     98.964759
     702      0.397871     -0.008896      2.199487      0.232131     -0.179295     98.964759
     703      0.332019     -0.009105      2.209875      0.232131     -0.179295     98.964759
     704      0.332019     -0.009105      2.209875      0.232131     -0.179295     98.964759
     705      0.266167     -0.009313      2.220264      0.232131     -0.179295     98.964759
     706      0.266167     -0.009313      2.220264      0.232131     -0.179295     98.964759
     707      0.200316     -0.009522      2.230652      0.232131     -0.179295     98.964759
     708      0.200316     -0.009522      2.230652      0.232131     -0.179295     98.964759
     709      0.200316     -0.009522      2.230652      0.232131     -0.179295     98.964759
     710      0.134464     -0.009731      2.241041      0.232131     -0.179295     98.964759
     711      0.134464     -0.009731      2.241041      0.232131     -0.179295     98.964759
     712      0.068612     -0.009939      2.251429      0.232131     -0.179295     98.964759
     713      0.068612     -0.009939      2.251429      0.232131     -0.179295     98.964759
     714      0.068612     -0.009939      2.251429      0.232131     -0.179295     98.964759
     715      0.002760     -0.010148      2.261817      0.232131     -0.179295     98.964759
     716      0.002760     -0.010148      2.261817      0.232131     -0.179295     98.964759
     717     -0.063092     -0.010357      2.272206      0.232131     -0.179295     98.964759
     718     -0.063092     -0.010357      2.272206      0.232131     -0.179295     98.964759
     719     -0.063092     -0.010357      2.272206      0.232131     -0.179295     98.964759
     720     -0.128944     -0.010565      2.282594      0.232131     -0.179295     98.964759
     721     -0.128944     -0.010565      2.282594      0.232131     -0.179295     98.964759
     722     -0.194796     -0.010774      2.292983      0.232131     -0.179295     98.964759
     723     -0.194796     -0.010774      2.292983      0.232131     -0.179295     98.964759
     724     -0.194796     -0.010774      2.292983      0.232131     -0.179295     98.964759
     725     -0.194796     -0.010774      2.292983      0.222429     -0.191198    101.964751
     726     -0.194796     -0.010774      2.292983      0.222429     -0.191198    101.964751
     727     -0.194796     -0.010774      2.292983      0.212118     -0.202577    104.964747
     728     -0.194796     -0.010774      2.292983      0.212118     -0.202577    104.964747
     729     -0.194796     -0.010774      2.292983      0.201225     -0.213401    107.964748
     730     -0.194796     -0.010774      2.292983      0.201225     -0.213401    107.964748
     731     -0.194796     -0.010774      2.292983      0.201225     -0.213401    107.964748
     732     -0.194796     -0.010774      2.292983      0.189781     -0.223640    110.964752
     733     -0.194796     -0.010774      2.292983      0.189781     -0.223640    110.964752
     734     -0.194796     -0.010774      2.292983      0.177817     -0.233265    113.964761
     735     -0.194796     -0.010774      2.292983      0.177817     -0.233265    113.964761
     736     -0.194796     -0.010774      2.292983      0.165365     -0.242252    116.964773
     737     -0.194796     -0.010774      2.292983      0.165365     -0.242252    116.964773
     738     -0.194796     -0.010774      2.292983      0.152460     -0.250574    119.964789
     739     -0.194796     -0.010774      2.292983      0.152460     -0.250574    119.964789
     740     -0.194796     -0.010774      2.292983      0.139137     -0.258210    122.964809
     741     -0.194796     -0.010774      2.292983      0.139137     -0.258210    122.964809
     742     -0.194796     -0.010774      2.292983      0.139137     -0.258210    122.964809
     743     -0.194796     -0.010774      2.292983      0.125432     -0.265138    125.964832
     744     -0.194796     -0.010774      2.292983      0.125432     -0.265138    125.964832
     745     -0.194796     -0.010774      2.292983      0.111384     -0.271339    128.964859
     746     -0.194796     -0.010774      2.292983      0.111384     -0.271339    128.964859
     747     -0.194796     -0.010774      2.292983      0.097030     -0.276797    131.964888
     748     -0.194796     -0.010774      2.292983      0.097030     -0.276797    131.964888
     749     -0.194796     -0.010774      2.292983      0.097030     -0.276797    131.964888
     750     -0.194796     -0.010774      2.292983      0.082411     -0.281496    134.964920
     751     -0.194796     -0.010774      2.292983      0.067565     -0.285423    137.964954
     752     -0.194796     -0.010774      2.292983      0.067565     -0.285423    137.964954
     753     -0.194796     -0.010774      2.292983      0.052535     -0.288568    140.964990
     754     -0.194796     -0.010774      2.292983      0.052535     -0.288568    140.964990
     755     -0.194796     -0.010774      2.292983      0.037360     -0.290922    143.965028
     756     -0.194796     -0.010774      2.292983      0.037360     -0.290922    143.965028
     757     -0.194796     -0.010774      2.292983      0.022083     -0.292478    146.965066
     758     -0.194796     -0.010774      2.292983      0.022083     -0.292478    146.965066
     759     -0.194796     -0.010774      2.292983      0.006746     -0.293233    149.965105
     760     -0.194796     -0.010774      2.292983      0.006746     -0.293233    149.965105
     761     -0.194796     -0.010774      2.292983     -0.008610     -0.293185    152.965145
     762     -0.194796     -0.010774      2.292983     -0.008610     -0.293185    152.965145
     763     -0.194796     -0.010774      2.292983     -0.008610     -0.293185    152.965145
     764     -0.194796     -0.010774      2.292983     -0.023943     -0.292332    155.965184
     765     -0.194796     -0.010774      2.292983     -0.023943     -0.292332    155.965184
     766     -0.194796     -0.010774      2.292983     -0.039210     -0.290678    158.965222
     767     -0.194796     -0.010774      2.292983     -0.039210     -0.290678    158.965222
     768     -0.194796     -0.010774      2.292983     -0.054369     -0.288228    161.965259
     769     -0.194796     -0.010774      2.292983     -0.054369     -0.288228    161.965259
     770     -0.194796     -0.010774      2.292983     -0.054369     -0.288228    161.965259
     771     -0.194796     -0.010774      2.292983     -0.069379     -0.284987    164.965295
     772     -0.194796     -0.010774      2.292983     -0.069379     -0.284987    164.965295
     773     -0.194796     -0.010774      2.292983     -0.084199     -0.280966    167.965329
     774     -0.194796     -0.010774      2.292983     -0.084199     -0.280966    167.965329
     775     -0.194796     -0.010774      2.292983     -0.084199     -0.280966    167.965329
     776     -0.194796     -0.010774      2.292983     -0.098789     -0.276174    170.965361
     777     -0.194796     -0.010774      2.292983     -0.098789     -0.276174    170.965361
